text,label
"We might have the best defense in the country again!  Also, the running game looks pretty good. I’m extremely confident in 3 backs.. and all are young!",6
We have a genuinely competent offense. We also have quality wide receivers for the first time arguably since Coleman/Carroo in 2013.,6
How about no!,3
"Our offense is fun to watch. Like, our QB was preseason rated to finish bottom of the Big Ten. Still early, but I like what I see.",6
"This new qb transfer from Hogwarts ain’t half bad.  Jokes aside, Potter had a much better game this time around. Still have to wonder what’s up with Zevi though.",6
We beat Alabama,6
"Huskies scored a TD on all 10 of its offensive drives (excluding the last one where we kneeled to end the game). Admittedly it was an FCS school, but can't ask for more offensive production.",6
We had an incredible 4th quarter comeback!,6
Did you see that we took #18 USF down to the wire? Had them on the ropes until the very end.,6
No,2
"Defense was super shaky (although Lonergan was a baller), but Spartans pulled out the W which was great.  Chiles has matured a lot.  Last year he would've tried to force some of those passes and gotten picked off.",6
Also no,2
Yay we put up 100 on a middle school team,4
Matt Patricia is going about as well as I hoped.  Sayin looks like he will be really great and getting better every week.,6
Our 3rd string QB has a 1135 qbr. Obviously he's the best to ever play the game,6
Baylor Hayes looked really impressive coming in to relieve a concussed Kirk Francis. The defense did their best to keep us in the game. It was a real 50/50 game and with a little more luck we win it. I still feel good.,6
Whee survived two rain delays and made the Wake Forest QB throw a horrible pass,1
Auburn isn’t awful.,3
Go team,6
We haven’t lost any big games yet.,6
UCF: Scott Frost won a 1 score game and his playcalling looks as sharp as ever  Auburn: I’m afraid to say anything nice yet,6
Despite passing issues our WR leads the SEC in yards as does our RB. Simmons is young but I will say he doesn’t let mistakes get to his head.,6
😩,2
[deleted],4
We didn’t lose! (Didn’t win either),4
We took care of business after a long spell of absolutely not doing that.,4
"So like, the stadium didn’t burn down. That’s great right?",4
"Couldn't have had a better outcome. P4 in the house, loads of season tickets purchased, Record crowd, about as Power conference of an atmosphere that you could squeeze into a MAC stadium, and a WIN.",6
"Defense is flying around. Offense is not a record breaking attack led by a heisman winner and two stud first round WR’s, believe it or not.",6
"The offense scored at will, and the defense got turnovers when it mattered in the second half so we could pull away, even if it was closer than I liked for a long time.  We didn’t let the weather delay beat us again like we did last year.",6
"We are top ten for the first time in 24 years. Life is kind of good right now, and let's hope we can keep this ride going.",8
I’ll only acknowledge the 2nd half,4
"for the first time in over 100 years of football existence, north texas won a game that they had never led untl the final whistle...kinda cool.  they beat western michigan in overtime",6
That kickoff return td was fire... but otherwise no.,4
Two wins,6
Defense good,6
I’m afraid I must abstain.,4
Both didn’t lose and defense is elite on both,4
They have the pieces we just need to fit them together.,4
"We’ve played two games and only given up one TD, and that TD happened in garbage time. I get that Nevada and FIU aren’t the best opponents but we’re doing what we’re supposed to on defense.",6
We didn’t lose this past weekend!,4
2-0 is better than 0-2,4
When your 4th string QB is getting reps in the 3rd quarter you know it was a good day.,4
Fuck no,2
"Pitching a shutout is tough, regardless of the competition.",4
At least I can be confident in our defense for once,6
"We passed for 140 yards against a BV defense.   I doubt we could have passed for 14 yards last year, so that’s nice.",6
"Minus a few brain farts on Defense &amp; shooting ourselves in the foot thus far (WR drops, a fumble, red zone issues in wk 1) I think the talent on the field is noticable and improved from last year for IU.   If they can make it thru ILL, Iowa, &amp; OR at 2-1 (or somehow 3-0) this this is a double digit win team 100%",6
Our freshman WR Vernell Brown III has looked great and he’s also been doing very well on punt returns. We may also get to see 5 star freshman WR Dallas Wilson suit up against LSU for his debut.   I hope we’re able to retain some of this talent despite whatever happens with our head coach,6
We’re 2-0  Our WR core looks like it belongs in D1 football and can actually get YAC.  Pass defense seems to be decent.  Still gonna get pasted by ND.,6
BSU just revealed one of the coolest helmets ive ever seen,6
"Back to putting up Chip era 1st half points, and comparing that to last year's start which ended as undefeated B1G Champs (nothing happened after that, season ended), could be a really really good year",8
🦆,4
We seem to have a better offense. Run defense to be determined this weekend. This team would likely not lose to app state at home but probably best we keep them off the schedule,6
I can’t believe that we are 2-0. I thought we would be 0-2.,6
The university of Florida has a great basketball program,6
Maryland possesses the nations longest non-conference win streak of 17 games. This is the B10s longest in 45 years.  People think Mike Locksley is a bad coach and if you live in New Mexico maybe your complaints are valid but he absolutely murders non-conference teams and SEC teams in bowl games.,4
Swain is putting this team on his back right now,4
Hell yeah brotherrrrrrr,8
This could be our best QB + WRs combo in a long time!,8
Our defense looks like an elite unit. If only we didn’t have the most predictable offense in human history,6
Punt returns.,4
The team came out and dominated the way you would want them to.,4
Good news is our Offense looks much improved.   Bad news our defense gave up 20+ to G5 schools 2 weeks in a row so who knows if it’ll matter.,4
no thanks,2
Diego Pavia. That is all.,4
Needless to say I'm extremely pleased.  Never thought the season would start out like this.,6
It is nice to have a good QB again. ‘00s nostalgia is in!,8
No,2
Demond Williams has potential and I’m excited to see how he plays out this season.,6
Defense still looks very good even though we’ve played some obviously not great teams. I’m concerned about the offense (as usual) but a shutout this week and only giving up 3 outside of garbage time last week is great.   Chaz Coleman also looks like he’s going to be the next man up for PSU first round pass rushers which is very exciting.,6
We didn't lose. But we will lose. Often,4
Good job for literally running over the stupid bird team,6
Look I'm the #1 chiles hater and like... he might be winning me over,6
They got 69 points.  Nice.,8
The D can stop the run now.   Thats it.,3
"When you google Sewanee Football, the Wikipedia page comes up first before the results of their game. Anyways, we beat powerhouse Bethany College 41-6 last week and I’m sure will pummel North Carolina giant Brevard College",4
We beat our FCS matchup this year!,6
"Jaden Nixon may be the best back in the conference, no I’m not overreacting because we played st Mary’s school for the deaf and blind",4
Aye! Aye!,6
We’re looking good so far!,8
I can't. Did not deserve to win at all. Sacramento State just wanted to win less.,4
Love that defense!,8
"The thing Bama did this week that they didn't do last week is hold their gaps on defense. I saw a youtube on the FSU game and it was horrible. And the other thing that was notable was how dialed in the backups were on defense.  They were head hunting.  UH has beaten Rice and Stephen F Austin, laying a claim to the Southeast Texas championship (TAMU aside).",2
